Player,Age,Team,Position,Games,Games Started,Minutes Played,Field Goals,Field Goals Attempts,FG%,3-Point FG,3-Point FG Attempts,3P%,2-Point FG,2-Point FG Attempts,2P%,Effective FG%,Free Throws,Free Throws Attempts,Free Throw%,Offensive Rebounds,Defensive Rebounds,TRB,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
Mouhamed Gueye,22.0,ATL,PF,2.0,0.0,5.5,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,0.7765,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
Keshad Johnson,23.0,MIA,SF,2.0,0.0,6.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.7765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Yuki Kawamura,23.0,MEM,PG,14.0,0.0,2.9,0.3,1.1,0.267,0.1,0.8,0.182,0.1,0.3,0.5,0.333,0.3,0.4,0.667,0.0,0.1,0.1,0.6,0.1,0.0,0.3,0.3,1.0
Trevelin Queen,27.0,ORL,SG,3.0,0.0,2.3,0.3,1.0,0.333,0.3,0.3,1.0,0.0,0.7,0.0,0.5,0.0,0.0,0.7765,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0
Jared Rhoden,25.0,CHO,SG,4.0,0.0,3.0,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.333,0.25,0.0,0.0,0.7765,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0
Liam Robbins,25.0,MIL,C,5.0,0.0,4.0,0.4,0.6,0.667,0.0,0.2,0.0,0.4,0.4,1.0,0.667,0.2,0.8,0.25,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.6,1.0
PJ Dozier,28.0,MIN,SG,8.0,0.0,4.1,0.3,0.4,0.667,0.3,0.4,0.667,0.0,0.0,0.528,1.0,0.1,0.8,0.167,0.1,0.5,0.6,0.6,0.1,0.0,0.1,0.4,0.9
Gui Santos,22.0,GSW,PF,7.0,0.0,4.3,0.3,0.7,0.4,0.1,0.4,0.333,0.1,0.3,0.5,0.5,0.1,0.3,0.5,0.3,0.7,1.0,0.3,0.0,0.1,0.3,0.6,0.9
Branden Carlson,25.0,OKC,C,5.0,0.0,3.6,0.2,1.4,0.143,0.0,1.0,0.0,0.2,0.4,0.5,0.143,0.4,0.4,1.0,0.6,1.0,1.6,0.4,0.2,0.2,0.0,0.2,0.8
D.J. Carton,24.0,TOR,SG,4.0,0.0,8.3,0.3,1.8,0.143,0.0,0.8,0.0,0.3,1.0,0.25,0.143,0.3,0.3,1.0,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8
PJ Hall,22.0,DEN,C,5.0,0.0,2.2,0.4,1.0,0.4,0.0,0.4,0.0,0.4,0.6,0.667,0.4,0.0,0.0,0.7765,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.8
Karlo Matković,23.0,NOP,PF,5.0,0.0,7.8,0.4,1.0,0.4,0.0,0.0,0.333,0.4,1.0,0.4,0.4,0.0,0.0,0.7765,1.2,0.8,2.0,0.0,0.6,0.6,0.8,0.8,0.8
Baylor Scheierman,24.0,BOS,SG,5.0,0.0,6.8,0.2,2.0,0.1,0.0,1.2,0.0,0.2,0.8,0.25,0.1,0.4,0.4,1.0,0.4,1.0,1.4,0.4,0.2,0.0,0.0,0.6,0.8
Jaden Springer,22.0,BOS,SG,9.0,0.0,4.3,0.2,1.1,0.2,0.0,0.3,0.0,0.2,0.8,0.286,0.2,0.3,0.7,0.5,0.4,0.8,1.2,0.3,0.3,0.0,0.1,0.4,0.8
Reece Beekman,23.0,2TM,PG,3.0,0.0,2.7,0.3,0.3,1.0,0.0,0.0,0.333,0.3,0.3,1.0,1.0,0.0,0.0,0.7765,0.3,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.7
Reece Beekman,23.0,GSW,PG,2.0,0.0,2.0,0.5,0.5,1.0,0.0,0.0,0.333,0.5,0.5,1.0,1.0,0.0,0.0,0.7765,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0
Reece Beekman,23.0,BRK,PG,1.0,0.0,4.0,0.0,0.0,0.4495,0.0,0.0,0.333,0.0,0.0,0.528,0.5285,0.0,0.0,0.7765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Livingston,21.0,MIL,SF,3.0,0.0,2.0,0.3,0.7,0.5,0.0,0.0,0.333,0.3,0.7,0.5,0.5,0.0,0.0,0.7765,0.3,0.3,0.7,0.3,0.3,0.0,0.3,0.0,0.7
Cui Yongxi,21.0,BRK,SG,5.0,0.0,2.0,0.2,1.4,0.143,0.0,0.6,0.0,0.2,0.8,0.25,0.143,0.2,0.4,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6
Bronny James,20.0,LAL,SG,7.0,0.0,2.6,0.1,1.1,0.125,0.0,0.6,0.0,0.1,0.6,0.25,0.125,0.3,0.3,1.0,0.1,0.0,0.1,0.3,0.1,0.1,0.0,0.3,0.6
Maxwell Lewis,22.0,LAL,SF,7.0,0.0,4.1,0.3,0.9,0.333,0.0,0.0,0.333,0.3,0.9,0.333,0.333,0.0,0.0,0.7765,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6
Tristen Newton,23.0,IND,SG,5.0,0.0,1.6,0.2,1.2,0.167,0.0,0.6,0.0,0.2,0.6,0.333,0.167,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6
Garrett Temple,38.0,TOR,SG,9.0,0.0,3.9,0.2,0.8,0.286,0.1,0.3,0.333,0.1,0.4,0.25,0.357,0.0,0.0,0.7765,0.1,0.3,0.4,0.6,0.4,0.1,0.2,0.7,0.6
Dominick Barlow,21.0,ATL,SF,2.0,0.0,5.5,0.0,0.5,0.0,0.0,0.0,0.333,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Jalen Bridges,23.0,PHO,SF,2.0,0.0,5.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.528,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5
Stanley Umude,25.0,MIL,SG,6.0,0.0,2.8,0.2,0.5,0.333,0.2,0.5,0.333,0.0,0.0,0.528,0.5,0.0,0.3,0.0,0.0,0.5,0.5,0.2,0.0,0.2,0.0,0.0,0.5
Malevy Leons,25.0,OKC,SF,6.0,0.0,3.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3
Daishen Nix,22.0,MIN,PG,3.0,0.0,4.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.528,0.0,0.3,0.7,0.5,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3
Jacob Toppin,24.0,NYK,SF,7.0,0.0,3.0,0.1,0.4,0.333,0.0,0.3,0.0,0.1,0.1,1.0,0.333,0.0,0.0,0.7765,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.0,0.3
Isaiah Crawford,23.0,SAC,SF,1.0,0.0,5.0,0.0,0.0,0.4495,0.0,0.0,0.333,0.0,0.0,0.528,0.5285,0.0,0.0,0.7765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Alex Ducas,24.0,OKC,SG,4.0,0.0,1.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kessler Edwards,24.0,DAL,SF,7.0,0.0,1.9,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.7765,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.0
Joe Ingles,37.0,MIN,SF,7.0,0.0,3.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.7765,0.3,0.0,0.3,1.3,0.0,0.0,0.1,0.7,0.0
Harrison Ingram,22.0,SAS,SF,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.7765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Daniss Jenkins,23.0,DET,PG,2.0,0.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.7765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Mason Jones,26.0,SAC,SG,3.0,0.0,4.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.7765,0.3,1.0,1.3,2.3,0.0,0.0,0.0,0.3,0.0
Spencer Jones,23.0,DEN,SF,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.7765,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
Mac McClung,26.0,ORL,SG,1.0,0.0,5.0,0.0,0.0,0.4495,0.0,0.0,0.333,0.0,0.0,0.528,0.5285,0.0,0.0,0.7765,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Justin Minaya,25.0,POR,SF,1.0,0.0,6.0,0.0,0.0,0.4495,0.0,0.0,0.333,0.0,0.0,0.528,0.5285,0.0,0.0,0.7765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Riley Minix,24.0,SAS,SF,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.7765,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Swider,25.0,DET,SF,2.0,0.0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.7765,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
League Average,25.0,Unknown,Unknown,,,,,,0.464,,,0.36,,,0.541,0.54,,,0.777,,,,,,,,,
